title,Sum of view_count,Sum of like_count,Sum of comment_count
"FALLECIÓ RICARDO IORIO: HABLA ""JUANCHI"" BALEIRON",63794,1088,386
Falleció la actriz Alejandra Villafañe | El Espectador,192106,781,168
"❌FAKE SITUATION❌ Cũng làm đả nữ đồ đó. Ý tưởng từ phim: Trùm, Cớm và Ác quỷ #djmie #mie #shorts",96314470,5445426,13652
Fada Dipo - Spaceship | Official Music Video,773245,40626,929
Facebook üzeneteim - A Mikulás NEM JÓ! (By:. Peti),173709,12567,453
Face Off: Tyson Fury v Francis Ngannou 🔥 With Carl Frampton 😮‍💨 #BattleOfTheBaddest | #FuryNgannou,1633235,26251,4460
"Fabrizio, formateur EVRAS | Damien Gillard | Le Grand Cactus 143",103289,1524,92
EZT TÉNYLEG MEGTETTÜK?,124605,5663,0
EXTREME Camper Trailer Testing With My Kids,39843,1066,69
Expulsei Meu Irmão De Casa 😱,4183309,235393,439
"EXPOLICÍA CUENTA LA VERDAD SOBRE LA POLICÍA, INMIGRACIÓN y CRIMINALIDAD en ESPAÑA 🚔 SAMUEL VÁZQUEZ",653978,39995,4123
Exklusive Polizeivideos: Die Remmos und die Juwelen (4) | SPIEGEL TV,3096265,70500,11490
Exklusive Polizeivideos: Die Remmos und die Juwelen (3) | SPIEGEL TV,3207252,58044,8372
EXCLUSIVE; KP NA ZEBUU WALIVYO KUTANA HADI UCHUMBA,107841,2895,540
Everyone will be buying DOLLAR STORE ornaments after see this stunning holiday decor idea!,327608,0,424
Every Kick the Ball gets BIGGER!,16391394,701997,1218
Ethirneechal - Promo | 26 October 2023 | Sun TV Serial | Tamil Serial,844916,10634,526
Estranged son of Nashville chief wanted for shooting 2 officers found dead: TBI,353186,2810,2062
Estos son los pasos para desarrollar un videojuego,909984,112633,6533
Este hombre salvó a un pequeño camaleón de la muerte #shortsvideo,10665384,627421,3525
"Essemm: Engem egyvalaki fedezett fel, az anyám volt",112050,3572,323
"Espantan Remix-El Bogueto, Uzielito Mix, Alnz G, Dani Flow & Tensec(Video Oficial)",689809,46996,1247
ESOS 4 EN LAS VEGAS,1055614,78530,960
ESCAPÉ DE LA CIUDAD PARA IGNORAR MIS PROBLEMAS *roadtrip con amigas*,175110,13146,456
És Ti így folytattátok 💔 #budapestpark #manuel #koncert,142135,8258,76
ERNAP,1919775,106185,6293
Erika Isac - Tupeista,324569,14936,324
Ergys Shahu ft. Orgito Dapa - Syte e saj,303388,4738,116
"ERDOĞAN RESTİ ÇEKTİ! 'HAMAS BİR TERÖR ÖRGÜTÜ DEĞİLDİR' DEDİ, NE DEMEK İSTEDİ?",211073,13706,388
Eppudi Namma idea 😁| can you relate..?? Then share this to that aunty 😂#policouple #kunjava,4608870,243928,1666
EPISÓDIO 06 - 4/5: Caixa Misteriosa POLÊMICA | TEMP 05 | MASTERCHEF PROFISSIONAIS (24/10/2023),702769,10520,517
EPISÓDIO 06 - 3/5: Caixa Misteriosa POLÊMICA | TEMP 05 | MASTERCHEF PROFISSIONAIS (24/10/2023),814587,13114,541
EPISÓDIO 06 - 2/5: Caixa Misteriosa POLÊMICA | TEMP 05 | MASTERCHEF PROFISSIONAIS (24/10/2023),836874,18001,1065
EPISODE 68 | Ambo Nai Anak Jalanan | Timur Kota | Komedi Bugis,801118,24931,2126
Ep.128 Che muschio che fa con Fabio Fazio - Muschio Selvaggio Podcast,332857,14303,1060
Ep 6:Pop the Least Attractive Person’s Balloon or Find Love. It Turned Into a Fight‼️The Single Room,59085,2159,1685
Ep 5: Pop the Least Attractive Person’s Balloon or Find Love. RAW‼️ The Single Room Show💕,116766,3003,1408
Enzo Ishall - Raroorwa Freestyle (Visualizer),37595,5084,550
ENVIVO PERDIMOS A LUNA,487852,43726,12424
"Entretien Exclusif avec Me Ngagne Demba Touré, coordonnateur JPS",177953,5693,402
Entrenador de LEEDS baja MAGISTRALMENTE el balón y la hinchada EXPLOTA | Depor,20109064,475175,2736
Enis Bytyqi - LUJ (Official Video),1005591,27607,69
England lose to South Africa in the Rugby World Cup semi-finals,158424,1086,640
England 3-1 Italy | Kane & Rashford Send England EURO 2024 Bound! | Highlights,15318740,216800,8665
England 15-16 South Africa | Feisty full-time scenes!,2177468,7578,3530
En 4 - El Jordan 23 x Big Cvyu (Video Oficial),478256,35184,2856
EMIWAY - STILL NUMBER 1 (PROD BY BARGHOLZ ) | OFFICIAL MUSIC VIDEO | EXPLICIT,4116003,517084,58048
"Emanero, La Konga, Antonio Rios - ADICTO (Official Video)",5148554,301298,12292
EMAA - Odata cu tine (LIVE @ KISS FM) #avanpremiera,120505,3281,116
EM CỦA NGÀY HÔM QUA -  SƠN TÙNG M-TP tái hiện bản thân của 10 năm trước tại Vietnam Idol 2023,652623,14596,1768
Ellam technology🔥   | #ayan #suriya | #Ayan  #actorsuriya | #shorts,1048467,89121,108
ELINSKI REAGIERT auf ISYs FACE REVEAL,71581,4737,233
ELEFANT COLORDO #aladdin #bolivia #futebol,4992205,258616,98
"Elástam 100 Kulcsot, Találd Meg az Egy Igazit!",433354,25396,509
ELAI - Mu Nda (Official Music Video),161580,6397,161
EL TIEMPO EN ESPAÑA☀️🌧️❄️💨 #shorts,250910,0,526
El profesor moderno📕 #shorts #viral,482468,67947,150
El proceso de crear mi marca de maquillaje: Sarelly creativo lab | Anna Sarelly,174778,16115,1499
EL NACIMIENTO DE VICTORIA🥹♥️,10930792,762099,121261
El Mazo mas pesado del MUNDO!!,6322570,138498,553
el JUEGO de AJEDREZ pero con ARMAS,2977611,199210,5047
EL INFILTRADO # 88 GARENA ME CONVERTISTE EN FURR0!!! NO PUEDE SEERRR!!! SOLO VS THAILANDIA!!!,833679,71944,1581
el final de henry 😨😨,818180,24613,1616
EL BEBE VA A NACER 🥺😱// MAIYE TORREX,6300196,141207,3738
EL BARRIO MÁS PELIGROSO de UTRERA parece una CÁRCEL | Sevilla 🇪🇸,446349,10210,774
"El Alfa ""El Jefe"" - TEKIRIKI (Video Oficial)",7408298,107866,11788
"EKSKLUZIVno - Stanija Dobrojević: ""Susret sa Asminom oči u oči rešiće sve za koji dan""",708812,1340,2067
"Ein letztes Mal Alles Frittieren mit @JoeysJungle  (Nostalgie pur, aber auch Ekel)",1196212,83947,2568
"EFTERÅRS VLOG: bagning, yoga event & sommerhus med min kæreste & familie",21903,480,32
Eeramaana Rojaave Season 2 | 26th to 28th October 2023 - Promo,1971860,29138,349
EDITA - MONICA BELLUCCI (OFFICIAL VIDEO),3478775,39511,1060
EDITA - LJUSTURA (OFFICIAL VIDEO),1713827,19896,591
EDITA - ATLANTIDA (OFFICIAL VIDEO),6016340,68786,1575
Early Reactions To The FNAF Movie Are Not Looking Good,140995,8176,1954
È vero che c’è una nuova sorpresa nel dentifricio? 🤙🏻 Verifichiamo #bellagianda,672560,28666,124
Dzsúdló - unom (Élő),37665,4116,105
DZEJLA RAMOVIC - RIZIK FT. HENNY (OFFICIAL VIDEO) Prod. by Jhinsen,6685021,62046,2728
Dyr vs Billig resa (ITALIEN & NORRLAND),414540,9826,805
DUTY - Official Video | R Nait ft. Labh Heera | MixSingh | Inder Chhajli | Bukka Jatt | Punjabi Song,4184422,91198,2106
"DUBIEL SOBIE ZASZKODZIŁ (PŁATNY TWITTER, PATOSTREAMERKA, BOXDEL, STANOWSKI, PANDORA)",1493580,104788,2860
Dubai | Stand Up Comedy | Ft  @AnubhavSinghBassi,3971103,301148,3734
Driving The World's Most Dangerous Car Across An Entire Country,514176,35934,656
Dramatic scenes in Paris as South Africa shock England late on!,475656,2646,510
Drake - First Person Shooter (Audio) ft. J. Cole,6576299,146251,7417
Dragon Ball DAIMA - react ao trailer,124744,15300,830
DOTTORE BUONO VS CATTIVO #shorts,494869,13539,15
Dormí en el “PEOR HOTEL” de Las Vegas: ¿cucarachas en cuartos? | Circus Circus,21550864,485734,14904
Donut or Mushroom? // Left or Right Challenge,18284580,215310,142
DONA ZAZÁ DESCOBRIU MAS UMA TRAIÇÃO DE LUIZ DO SOM,92404,12679,319
Don‘t mess with Minjae! 😎,729159,31312,262
"Dom dziwny, dom zły. Sławomir Duma - #5NZ 142",107070,4339,556
Dolor en el espectáculo: murió Ricardo Iorio | #Bendita,563085,19388,1890
Dokážeš Uhádnuť Hru Podľa Loga ? ( 2 časť ) #shorts,170302,14303,261
Đổi Tình Lấy Tiền #shrots,2248298,12688,93
Does Shaved Hair Grow Back Thicker? 🤔,196049439,7546895,12384
DOES - バクチ・ダンサー / THE FIRST TAKE,484478,27994,1094
Doctor Who 60th Anniversary Specials | Official Trailer | Disney+,216185,7875,1004
ĐỌC ĐIỂM KIỂM TRA.,1402548,37406,235
"DOBRO JUTRO, KOMŠIJA - NAJBOLJE SCENE (SEZONA 1) - 3 DIO",97427,627,44
"Dlala Thukzin, Zaba & Sykes - iPlan | Official Music Video",631146,20872,1168
djalil almani 2023 Malgré ndir el code (كي تعيطلي نوض ) ft tchiko 22 clips Officiel,80556,3802,169
"DJ Stokie, Eemoh - Masithokoze (Lyric Video)",123955,3795,206
Divorceer Biye | ডিভোর্সির বিয়ে |  Bangla Natok 2023 | Asraf Supto | Manoshi Prokrity | Joy Sarkar,1641792,12948,561
DivertiMento | Massage (Live aus Sabbatical),136154,1274,44
DIVENTARE UN CALCIATORE PROFESSIONISTA: dalla favela alla Serie A🇧🇷,159364,11310,420
DISTURBO le LEZIONI con il SOUND della mia PORSCHE! 😱 #shorts,236067,14951,68
Dırıltıdan yatmaq olmur,390045,6442,208
Diogo Dalot SCREAMER Wins It! 🚀 | Sheffield Utd 1-2 Man Utd | Highlights,59283266,1095600,27696
"DÎNER DE L’EXTRÊME (ft. Mastu, Gotaga, Maxime Biaggi)",14896970,964851,12870
"Diljit Dosanjh: Lalkaara (Video) Feat. Sultaan | GHOST | Intense, Raj Ranjodh",1607016,80104,1895
DIL HOWLTER IS BACK - Dan and Phil Play: The Sims 4 #64,693948,95275,6622
Die eine Millionen Dollar Puppe | Knallerfrauen mit Martina Hill,680090,423,158
Did I Get Thrown Off My Game When She Asked For That Type Of Slice? Yes,79473156,5831084,97074
Diamond Play Button BLT. Next is 100M! Let's GO! #youtube,65347713,2962350,17877
Diamond Platnumz Full Perfomance At Trace Awards 2023 Kigali Rwanda BK ARENA,339533,7371,467
Diamond platnumz & Jux - Enjoy Perfomance at Trace Awards 2023 Kigali Rwanda @BK ARENA,58802,1050,24
DIAMOND MQT - ธรรมดา (Live Performance),197641,10340,282
"Dhruva Natchathiram - Official Trailer | Chiyaan Vikram, Harris Jayaraj, Gautham Vasudev Menon",10400288,402656,10988
Deweni Inima (දෙවෙනි ඉනිම) | Season 02 | Episode 12 | 24th October 2023,576815,18697,725
Deweni Inima (දෙවෙනි ඉනිම) | Episode 1681 | 06th October 2023,1652196,37193,2893
Devin Booker’s 32 PTS Lifts Suns Over Warriors In Thrilling Season Opener | NBA on TNT,166518,2621,350
Deutschlands neue Hauptbahnhöfe: Entsteht hier Europas Nummer Eins?,149385,5446,704
Detuvieron a arbolito con 400.000 dólares,2839936,32872,902
DET KOMMER JAG ALDRIG GÖRA OM I SÄNGEN!!!,48044,1395,29
Des larmes de rire sur Trombone Champ / Nuls en accent / Vardan la légende,494114,36413,490
Der größte Kaugummi aller Zeiten? 👀,3512898,183252,310
Der große Plan von Sahra Wagenknecht,235872,9195,3462
DENNY CAKNAN - TAMAN JURUG (OFFICIAL LIVE MUSIC) - DC MUSIK,5598770,90827,10764
"Demalia: Ju tregoj vjedhjen që bëri Berisha në vitin ‘91! | Shqip nga Dritan Hila, 24.10.2023",62309,665,348
Delia x Connect-R – Fara Te Merau,1664980,20751,445
DELAY INTERVIEWS KYEKYEKU AND 39/40,172433,0,0
DELAY INTERVIEWS ABA DOPE,251374,0,0
DEI A NOVA CAMISA DO CRISTIANO RONALDO PRO MEU IRMÃO! 🤩,7527555,0,2373
Declaración de María Corina Machado | Primaria 22 de octubre | 4:30pm,279850,10820,1594
"Dead boyfriend becomes a zombie and comes back to life, girlfriend moves on with him.#shorts",6475716,355688,300
"De organisatie, tactieken en belangen van Hamas",149874,1545,683
De ce am continuat România Express?,70201,2588,31
D-backs vs. Phillies NLCS Game 7 Highlights (10/24/23) | MLB Highlights,6714176,100722,18732
DAWID ZAŁĘCKI - walka z synem jest możliwa.,164189,4134,958
DAWAI | Cover by Nabila Maharani,126042,2952,1431
Davido - FEEL (Official Video),16468550,354138,31794
Das Social Media Endgame,293888,25668,1100
Das große HARRY-POTTER-Quiz: @dagilp vs. Xenia!,102866,7424,706
Das Finale !!,876371,31678,5508
Darell - Lollipop (Official Video),19249455,243292,4530
Darassa -  I don't Care (Official Dance Video),384749,10994,2416
Đảo Giấu Vàng Free Fire.       #freefire #viettigervqc,1357995,74969,114
Danilo e Davi - Tive Que Bater Palma (Clipe Oficial),269096,9315,469
Daniele De Martino Ft. Desideria - Pazza d'amore ( VIDEO UFFICIALE 2023 ),102628,3756,276
Daniela se vengó de Spay 🫢💔,13316829,1323781,1815
Dancing at #7months pregnant #pregnancy #dance,264723,23930,439
Dafina Zeqiri X Mozzik - Drama Pahiri,24530392,165128,5364
DADO POLUMENTA - ALEA (OFFICIAL VIDEO),541480,31669,1608
DADI MEIN AAYA BHOOT ( Episode-3) || Sibbu Giri,370152,6697,603
Dad tricked his son for daughter wins #shorts by Tsuriki Show,25738755,487443,175
Dad broke her toy and tried to cheer her up 😭 @Leoni.art22 😥 LeoNata family #shorts,18333204,452069,0
DA Uzi - La ruée vers l’or (Clip Officiel),284319,7678,315
Da sau Nu PIZZA EDITION,137308,5065,27
DA BRAVO! Podcast #75 cu Anca Dinicu,590978,14907,417
Cutest School love story ❤️🙈#schoolcomedy #shorts,10741872,659037,2394
"Cusco FC vs Universitario (1-1): Resumen, goles y mejores jugadas del partido por el Clausura 2023",237744,1883,465
Curious about this Halloween tumbler trend? Puff's here to test it for you! #ThatLittlePuff,162948104,6948443,9779
CULINARY MASTERCLASS 🍽️😍 Dudes React to Mind-Blowing 5-Minute Kitchen Hacks! #shorts,184217744,5115752,6320
CUIABÁ 0 X 1 CORINTHIANS | MELHORES MOMENTOS | 29ª RODADA DO BRASILEIRÃO 2023 | ge.globo,405944,14998,679
CUANDO JUGABAS AL FÚTBOL DE PEQUEÑO! 👦🏻🥅⚽️ #futbol #fútbol,46877,0,27
CRカップ本番でだるまから奇跡の3連撃を食らうチームk4sen【ポケモンSV CRカップ】,314986,4302,252
Crozza e il Monologo sulla fine della storia tra Meloni e Giambruno e i fuori onda di Striscia,1330763,10405,1223
CrossRoads S3 Ep07,71178,2721,546
CRÓNICAS DE HERLE EP 48 || EL ZILONG ACOSADOR 💀,1168904,137088,11032
"Cristiano Ronaldo,⚽️😳1m93 impossible to make incredible people omg",4643265,158099,282
Cricket World Cup Leather Ball Making 😳🏏 #creatingforindia #worldcup #shorts,69838580,1809659,1988
CR7 TEM ATUAÇÃO EXUBERANTE E COMANDA GOLEADA DO AL NASSR NA CHAMPIONS ASIÁTICA | MELHORES MOMENTOS,820621,48462,2340
"COUPLE SWAP - CHIDI DIKE, MAURICE SAM, SHAZNAY OKAWA, SHINE ROSMAN - LATEST NIGERIAN MOVIE 2023",310381,2630,118
Costringiamo GrenBaud a mettere il Naso da Pagliaccio ai Maranza - [theShow Academy] - theShow,280261,26029,1190
Cosa è successo tra Giorgia Meloni e Andrea Giambruno negli ultimi due giorni: perché si sono...,530162,834,875
CORTEI MEU CABELO EM PARIS!!! Salão de beleza Francês,2916317,325894,844
CORRIERE ALBANESE🚚🇦🇱 / Video Divertenti 😂 - iPantellas & Emanuel Asllani,495094,41111,116
Copo de Vidro Indestrutível #shorts,1616462,115700,340
Copilul de Aur - 10 si 10 ⏰ ( Official Video ) 2023,148828,4112,54
COOL MOMENTS YOU CAN RELATE TO by 123 GO! SHORTS #shorts,20989886,471882,438
COOL DIY SCHOOL HACKS by 123 GO! SHORTS #shorts,8018479,218064,152
Construí un Avión Funcional en Minecraft Survival,1032568,22328,624
"Conhecendo o maior shopping da Rússia e Europa | Moscou, preços e sanções #2",281532,34265,4217
Compromise | Full Drama | Tawsif Mahbub | Sadia Ayman | Sazzad Hossain Bappi | New Natok 2023,896688,24411,1341
COMPRE LO MÁS BARATO EN LAS TIENDAS MÁS CARAS DEL MUNDO  *pase pena 😭* | Claudipia,1712690,112714,2548
Compilatie: Het leukste van week 1 | De Slimste Mens ter Wereld,257265,2816,79
Compiladinhos de anaos,4860951,341408,763
COMPAREI O MENU DO JACQUIN X RODRIGO I Batalha de Masterchef EP.6,153847,8594,268
Como una Paloma - Er Christian y Er Kabesa feat. Calambres (Videoclip Oficial),25224,2127,180
Como Invocar al LEVIATHAN en Blox Fruits (Guía),410775,21417,2013
Cómo cortan las cebollas hombres vs mujeres 😂 @AmiRodrigueZZ #shorts,12746054,505649,1148
Comment devenir INVISIBLE ?,569846,38985,592
Come TIKTOK sta DISTRUGGENDO la tua ATTENZIONE,177968,30819,2388
COME SI MANGIA IN CARCERE?? #cibo,250841,15037,203
Come si diventa POVERI?,393908,31104,4143
Come On!🙌 Join Oscar’s Amazing Tattoo Party🎉#funnycat #funnymemes #trending,20813593,420949,233
COME FAR INCAZZARE UN NAPOLETANO,118388,9873,448
Combat Ama vs Modou lo Selbé Ndom fait de graves revelations.pètaw dou féne et donne le vainqueur…,26230,272,74
COLADA MORADA Ecuatoriana 🇪🇨 | KWA,423032,10738,712
"COKI PARDEDE DITANYA HABIB JAFAR ""KEBAHAGIAN LO DI DUNIA / AKHIRAT ?"" - BERBEDA TAPI BERSAMA EPS.5",345907,6584,558
COEURS BRISÉS - Saison 1 - Episode 18 ** VOSTFR **,1068952,43681,4129
COEURS BRISÉS - Saison 1 - Episode 17 ** VOSTFR **,2060439,59856,5136
COEURS BRISÉS - Saison 1 - Episode 16 **VOSTFR**,2224418,59394,4389
Cocinando ESPOSADOS SIN UN SENTIDO 😱 DESTRUIMOS la COCINA😳 Cesar Pantoja 🔥,2508812,99332,3086
COCA COLA FAMILY VS MENTOS EXPERIMENT #shorts @ariadnistar,1847562,52770,616
CLUTCH Shot By Luka Doncic In The Mavericks First Game Of The Season!,37737,623,87
CLOUT MMA 2: II KONFERENCJA,1036885,19645,966
Classic Love Songs Medley 🌻 Beautifful OPM Love Song Of All Time,148505,1369,11
CITIZEN TV LIVE,348359,1048,2
Ci hanno RUBATO il trofeo dorato di YouTube.,354391,37438,1171
CHUNKZ & FILLY! | EP 333 | ShxtsNGigs Podcast,1713566,108801,5766
"Chris Brown - Sensational (Official Video) ft. Davido, Lojay",38245688,1831434,123008
Chodenie do školy,149293,8384,26
"Chocolate, original vs. copia - MERCADONA VS SNICKERS",34497,1968,23
Chinese military jet intercepts Canadian Armed Forces aircraft #exclusive,77418925,1500390,142031
Children of Distance - Mindennél,91532,4220,230
Chelsy - FALDITA | Video Oficial,123965,13063,1492
Cheb Djalil 2023 Mohal 3alik Nwakhar عشقنا عالم اخر © Avec Mounir Recos | Clip Officiel 2023,501686,12472,530
Change a Style with ONE CUT! ✂️👗 #shorts,12411123,416575,533
CHANEL,659476,5334,23
Challenge 100s -100$ amazing reaction omg 😳 elle est incroyable,2214583,74408,1155
Cette star américaine nous a plagié (et on lui en veut toujours),1010325,57390,978
Cet incroyable enquêteur n'avait pas de mains,16446710,1306378,14195
Cerro Porteño 4-1 Resistencia | Fecha 15 | Torneo Clausura Paraguay 2023,97085,1684,108
"CEO Cripple cưới người phụ nữ ăn xin sau khi bị bỏ rơi,hóa ra cô ấy lại trở thành tỷ phú|Chuyện Tình",919627,14000,45
CECIA BES0 A CESAR 😳 Penales Malditos ⚽️ Jukilop | Juan de Dios Pantoja,3758962,163321,7503
Ce vieux moulin pollué cache une énorme surprise !! (Pêche au leurre sur une rivière atypique),105436,4894,289
CASA SOLA CON MI NOVIO POR UNA SEMANA,136404,5842,222
cartas del COLEGIO,5524575,713380,1517
Carolin Kebekus | Der Fötus in mir | 1LIVE KÖLN COMEDY-NACHT XXL 2023,1595188,25726,1788
Carlou D - Yaw La [Official Music Video],293008,11072,294
Caring wife // surajactor new shorts #surajactor,465529279,15573665,15638
Cardi B - Bongos (feat. Megan Thee Stallion) [BTS Part 2],443542,28594,1686
CAPTUREI UM BARAKOA PRO GAEL ESTUDAR NO MINECRAFT #3.18,1034397,91141,6194
CANSEI DE ESCONDER O SHAPE!,229458,34334,1319
Can-Schock und Nmecha-Debüt bei erstem BVB-Sieg: Newcastle - Dortmund | UEFA Champions League | DAZN,1194796,24477,1654
"Canlı 🔴 Galatasaray 1-3 Bayern Münih | Ümit Karan, Batuhan Karadeniz, Hakan Gündoğar & Sky Spor",356236,18261,700
Can a Car Window Chop Off Your Finger?,117991004,4905215,14574
Calhanoglu kontert Salzburger Traumkombi: Inter Mailand - FC Salzburg | UEFA Champions League | DAZN,219997,3017,189
CAFETERIA JAPONESA!,3576987,303708,1459
CADA GOL QUE MBAPPE ANOTA = PSG MEJORA +1,4296556,79956,3204
"Ca Sĩ Mặt Nạ Mùa 2 - Tập 11: Khắc Hưng choáng vì HippoHappy, khẳng định cách hát Sứa hiếm ai sở hữu",1144299,8771,1657
"BVCOVIA & YNY Sebi - ""OLE"" feat. Snoop Dogg (Official Video)",1273113,51350,1036
Buying Most Expensive Item From EVERY Mall in my City!,1304213,46309,3448
Bus Driver Runs Into Traffic to Save Little Boy #shorts,5194228,436041,8091
Burna Boy - City Boys [Official Music Video],17335407,251618,7804
Build a Fort Battle,8005048,255638,6340
Bức bối khó chịu của con mỗi khi về nhà ngoại ! phần 4 | Nguyễn Trà Giang tiktok #shorts,4012015,81698,269
BSW - Gang John Lennon,144447,10641,200
Bruno X Spacc - BABY ft. VALMAR,217914,14630,952
"Brray, Anuel AA, Chencho Corleone, Jhayco, Ryan Castro - Corazón Roto pt.3",2523342,247661,12924
"BROSKI IST IM FULLBRUCH!🕳 Eli reagiert auf ""Karlsruhe vs Schalke 04 STADION VLOG"" von @broski ️⚽️",119318,7665,88
Broski co nevrací PENÍZE💀 #komedie #sranda #shorts #bro,114019,6210,21
BROOKHAVEN MOMENTOS DIVERTIDOS CON @Lyna (ROBLOX),22113161,2126170,189370
BRAWL TALK con *NUEVA MEGAHUCHA* Y BRAWLER ARACNIDA en BRAWL STARS,1129293,117477,13272
"Brawl Stars: Brawl Talk - MEGA PIG, Spider Brawler, and BIZARRE Skins!",166439729,8419772,733497
Brawl Stars Animation - The Bizarre Circus Spectacle!,58315468,2662996,170252
Braga v Real Madrid Highlights | 2023-24 | UEFA Champions League,143631,969,51
Bowling competition trick #shorts by Secret Vlog,34211686,615295,378
BOWKYLION - เลี้ยงไข้ (fever) ft. THE TOYS [Official MV],379737,13238,413
Bought a New Car and It Started on Fire.,1255676,89463,3966
Borsa Deprem Sonrası Gibi Devre Kesti #borsa #altın #bitcoin,101240,6730,587
Boro Mia Choto Mia | বড় মিয়া ছোট মিয়া | Full Natok | Niloy Alamgir | Heme | Shahed | Mohin Khan,7000496,58449,1840
Boran ve Sıla'nın olaylı gecesi! | Sıla #shorts #short,1211550,15543,36
Boost Your Shorts with the Sound of the Month: ‘THESOUL MUSIC -  SMOOTH FUNKTROPOLIS’ 🚀🔥,5627358,194171,196
Bogdan DLP - Casablanca | Official Video,192403,6029,65
Bogdan DLP - Bax Banii 🥕 Official Video,8584457,75719,1156
BOGDAN DE LA PLOIESTI❎BAX BANII 2023❎Club One - BAX BANII,150727,2331,38
Bödőcs: Dióhéjban,171695,7536,323
Bodies line up outside Gaza hospital as Israeli airstrikes continue,18943678,84222,15270
Bódi Guszti & Margó - Máni-Máni lé (Official Music Video),126468,2869,122
Boba Pizza - Real Item in Taiwan,21990714,854450,4701
"BLUNDER REVERSE - DEZA DE GREAT, KENNETH NWADIKE, FRANCES BEN, SCARLET GOMEZ",525764,7350,694
Blox Fruits 🔥 شرح تحديث بلوكس فروتس الجديد واستعراض فاكهه الماموث اقوى فاكهه باللعبه,656070,40572,1938
Blox Fruits ALL Changes in Update 20,5097880,137336,16096
BLOK EKIPA (276) - NOWA A3 CIESLAKA,880667,50733,1375
Biwi no.1😂||funny videos|| #youtubeshorts #comedy #comedyscene #comedyfilms #biwino1 #golu008,4208080,216602,298
Biwi no.1😂|| Jay mata di🙏|| #youtubeshorts #comedy #comedyscene #comedyvideos #biwino1 #golu008,76979566,2954250,1952
"BISKO X KADINCHO - 1.2.3, 2023  - БИСКО Х КАДИНЧО - 1,2,3",326359,8277,144
BISER NEDELJE - Veče sa Ivanom Ivanovićem 783.,165532,1921,337
BINZ - HIT ME UP (ft. NOMOVODKA) - OFFICIAL MV,7617211,203137,10956
Bill pay krne hi wala tha😎🔥wait for end😂😂 #comedy #savage,18614280,919215,384
Bilel Babilo X Cheb Youcef X Cheikh Petitou X Houssem Satta X Cheb Doudou Ft Amirou_19 قنبلة الموسم,36692,1395,26
BİHTER - Resmi Tanıtım Fragmanı | Prime Video,203724,793,211
Big Gee - Hey what's up (Official Music Video),103097,5592,260
Big Brother Vip Kosova 2,1384186,8098,458
Big Brother Vip Kosova - Prime 2 - Klan Kosova,489948,2946,396
BiBica voastră vă pupă🫶🏽,102308,7210,352
Biba x Seksi - PATRON (Offical Video),3071503,39124,704
Bhediya | The School Story 🐺 Official the jeet || deepesh zo || mr roshan || #sad #short #short,52878924,1975742,1866
Beware the Vampire Bats! (Clash-O-Ween Season!),773384,15834,488
Bewakoof teacher Vs Bewakoof student ￼😂- #funnyvideo #funny #shorts,13925889,809395,898
Betrug mit einer Polizistin! 😱 Wird sie unbemerkt entkommen können? #shorts,104742188,1246355,624
Beti ko pasand nahi aaya maa ka gift funny video  | Sonam Prajapati,6720181,142458,50
Berkat 4 Bulanan - Tyas ⁉️,300625,7079,3956
"BERBAGI MAKANAN KHAS INDONESIA GRATIS DI JUMAT BAROKAH UNTUK WARGA CHINA,LANGSUNG DISERBU SEMUANYA😂",961928,39057,6214
Ben's back with another trick...,18500000,1575995,3392
Bellingham-Tor sichert Real knappen Sieg: Braga - Real Madrid | UEFA Champions League | DAZN,1071912,16923,596
Bella Ramsey's accent | The Graham Norton Show - BBC,250826,491,27
BELI RUMAH JEPANG HARGA 3 MILYAR ! ISTRI SENANG ! SUAMI PUSING ! TETAP SALTO & SEMANGAT !,811198,28673,2256
Being ACCIDENTALLY married,18187362,1878013,6093
Behan bhai ka pyar ❤️ #love #skincare #adaah7866 #amityadav340 @Adaahqueen,6709629,398626,539
Bed sheet 2024 #shorts by Tsuriki Show,6919861,98392,55
Beautiful way to style your dupatta  😍❤️ |kaisa laga??❤️ #dupatta  #fashion #fashionhack #festive,13632382,487412,529
Beatrice Egli & Florian Silbereisen - Das wissen nur wir (Schlagerboom 2023),242420,4028,238
Be Careful With those Shoes #shorts #cinema,19606596,281984,148
BAWAL TAHIMIK WITH TEAM PAYAMAN GIRLS,839574,28972,941
BARU KALI INI NGERASAIN TIDUR DALAM LAUT!,8248010,843222,1238
BARDHI - BETOHEMI 2,5602708,43584,572
Bárbara Bandeira - Carro (feat. Dillaz),266524,13147,315
BÅLSNAK med Anthon Edwards,34672,1266,100
BALLOON BARRIER: Sweet Treats Secure Entry Past the Balloon Guard! 🎈🍭 | Candy Keys #shorts,2025980,29718,16
BALKANSKE MAJKE vs MAJKE U SVETU,223564,5991,51
Balippila Boda - Eddy Kenzo[Offical 4K Video],589825,9697,1236
Balaeli - Sair Adam 2023 (Yeni Klip),1414839,27847,1599
Bakti - Irigyeknek (OFFICIAL MUSIC VIDEO),46022,2628,131
Băieții s-au descurcat super bine 🧠😎 - IQ Battle pe stradă - Cavaleria.ro,135340,3897,24
Bahati Bukuku - Picha ya Mama (Official Music Video),328826,8716,1044
"Bad Bunny on His Record-Breaking Album, Working with Al Pacino and Saturday Night Live (Extended)",1094423,28134,1424
